description,number_of_time,time_in_seconds,low_power,high_power,power_unit,cadence,time_in_seconds2,low_power2,high_power2,power_unit2,cadence2
"A block of 30s/30s intervals that an athlete once told me (who worked out early in the morning and usually right after breakfast) always caused his ""breakfast to return."" Even if your breakfast - or lunch or dinner - stays put, one thing will certainly rise - your fitness!",1,600,25,75,%,,,,,,
,1,30,95,95,%,95,30,50,50,%,85
,1,30,105,105,%,105,30,50,50,%,85
,1,30,115,115,%,115,30,50,50,%,85
,1,120,50,50,%,85,,,,,
,10,30,130,130,%,105,30,70,70,%,90
,1,180,55,55,%,85,,,,,
,10,30,130,130,%,105,30,70,70,%,90
,1,180,55,55,%,85,,,,,
,10,30,130,130,%,105,30,70,70,%,90
,1,180,55,55,%,85,,,,,
,1,360,55,25,%,,,,,,
