description,number_of_time,time_in_seconds,low_power,high_power,power_unit,cadence,time_in_seconds2,low_power2,high_power2,power_unit2,cadence2
This workout targets the specific demands of a twisty TT course. The 24 short intervals will help you train for accelerations out of the corners.,1,300,45,65,%,,,,,,
,1,180,68,68,%,,,,,,
,1,120,85,85,%,,,,,,
,1,60,98,98,%,,,,,,
,1,30,113,113,%,,,,,,
,1,300,53,53,%,,,,,,
,6,10,163,163,%,,50,99,99,%,
,1,240,28,28,%,,,,,,
,6,10,163,163,%,,50,99,99,%,
,1,240,28,28,%,,,,,,
,6,10,163,163,%,,50,99,99,%,
,1,240,28,28,%,,,,,,
,6,10,163,163,%,,50,99,99,%,
,1,240,28,28,%,,,,,,
,1,300,75,55,%,,,,,,
