description,number_of_time,time_in_seconds,low_power,high_power,power_unit,cadence,time_in_seconds2,low_power2,high_power2,power_unit2,cadence2
The hard work is done! It is time to TAPER! Keep your muscles firing as we back off the load to let you recover and freshen up for the big day!,1,300,55,75,%,,,,,,
,1,270,75,75,%,,,,,,
,1,30,125,125,%,,,,,,
,1,150,65,65,%,,,,,,
,1,270,80,80,%,,,,,,
,1,30,125,125,%,,,,,,
,1,150,65,65,%,,,,,,
,1,270,85,85,%,,,,,,
,1,30,125,125,%,,,,,,
,4,150,55,55,%,,150,90,90,%,
,1,300,55,25,%,,,,,,
