description,number_of_time,time_in_seconds,low_power,high_power,power_unit,cadence,time_in_seconds2,low_power2,high_power2,power_unit2,cadence2
Author: John Levison,1,240,50,70,%,,,,,,
,3,15,115,115,%,,30,50,50,%,
,1,60,55,55,%,,,,,,
,3,15,120,120,%,,30,50,50,%,
,1,60,55,55,%,,,,,,
,3,15,125,125,%,,30,50,50,%,
,1,60,55,55,%,,,,,,
,1,300,88,88,%,,,,,,
,1,120,50,50,%,,,,,,
,1,300,88,88,%,,,,,,
,1,120,50,50,%,,,,,,
,1,300,88,88,%,,,,,,
,1,120,50,50,%,,,,,,
,6,30,105,105,%,,30,70,70,%,
,1,180,50,50,%,,,,,,
,6,30,105,105,%,,30,70,70,%,
,1,180,50,50,%,,,,,,
,6,30,105,105,%,,30,70,70,%,
,1,315,70,40,%,,,,,,
