description,number_of_time,time_in_seconds,low_power,high_power,power_unit,cadence,time_in_seconds2,low_power2,high_power2,power_unit2,cadence2
Bike - 60 min.-20 min. @ 50% FTP-20 min. @ 55% FTP-20 min. @ 60% FTP,1,1200,50,50,%,,,,,,
,1,1200,55,55,%,,,,,,
,1,1200,60,60,%,,,,,,
