description,number_of_time,time_in_seconds,low_power,high_power,power_unit,cadence,time_in_seconds2,low_power2,high_power2,power_unit2,cadence2
"This workout aims to activate the fast twitch muscles and prepare body and mind for race-pace efforts. Commonly referred to as ""opening up the legs” to avoid feeling stale on race day.This session is generally performed the day before race-day, and after having an easy day or two.",1,420,50,75,%,,,,,,
,1,60,50,50,%,,,,,,
,3,60,90,90,%,,60,70,70,%,
,1,120,50,50,%,,,,,,
,1,180,80,80,%,,,,,,
,1,120,50,50,%,,,,,,
,1,60,110,110,%,,,,,,
,1,240,60,60,%,,,,,,
,1,60,80,80,%,,,,,,
,1,60,85,85,%,,,,,,
,1,60,90,90,%,,,,,,
,1,60,95,95,%,,,,,,
,1,600,60,60,%,,,,,,
,1,120,95,95,%,,10,120,120,%,
,1,60,50,50,%,,,,,,
,1,120,95,95,%,,10,120,120,%,
,1,60,50,50,%,,,,,,
,1,600,60,60,%,,,,,,
